PrjUID,颱風,核列序號,工程代碼,機關名稱,復建工程名稱,鄉(鎮市),審議經費(千元),實際進度%,完工期限,發包日期,完工日期
Prj1206211412527080546,101年6月泰利颱風,069,H3,臺南市政府,歸仁區八甲橋前農路復建工程,歸仁區,4081.00,100,2012.12.25,2012.12.19,2013.06.20
Prj1206271323464110807,101年6月泰利颱風,070,H3,臺南市政府,關廟區下湖里南雄路二段880巷161號前水溝復建工程,關廟區,575,100,2012.12.25,2012.12.27,2013.02.18
Prj1206181004050170091,101年6月泰利颱風,071,H3,臺南市政府,關廟區新光埔頂農路災害修復工程,關廟區,882,100,2012.12.25,2012.11.20,2013.01.14
Prj1208212200068001555,101年8月蘇拉及天秤颱風,001,A1,宜蘭縣政府,二結排水國道5號上游護岸復建工程,五結鄉,6090.00,100,2013.08.03,2013.01.08,2013.07.30
Prj1208311442024050444,101年8月蘇拉及天秤颱風,002,A1,宜蘭縣政府,大灣溪鐵路橋上游災害復建工程,南澳鄉,9930.00,100,2013.08.03,2013.01.08,2013.07.30
Prj1208271730167290363,101年8月蘇拉及天秤颱風,001,B1,宜蘭縣政府,五峰旗風景特定區登山步道修復工程,礁溪鄉,2088.00,100,2013.05.25,2013.01.22,2013.05.21
Prj1208271459330000690,101年8月蘇拉及天秤颱風,002,B1,宜蘭縣政府,安平坑溪自行車道暨水域空間蘇拉颱風災害復建工程,冬山鄉,193,100,2013.04.27,2013.01.15,2013.02.07
Prj1208170914051841030,101年8月蘇拉及天秤颱風,001,C1,宜蘭縣政府,宜1線0K+935至4K+400災害復建工程,頭城鎮,1426.00,100,2013.04.27,2012.12.18,2013.02.22
Prj1208171526038923166,101年8月蘇拉及天秤颱風,002,C1,宜蘭縣政府,宜33線10K+300災害復建工程,大同鄉,19810.00,100,2013.08.28,2013.02.06,2013.08.14
Prj1208170852276570833,101年8月蘇拉及天秤颱風,003,C1,宜蘭縣政府,宜51線2K至15K災害復建工程,大同鄉,13409.00,100,2013.06.27,2012.12.22,2013.06.10
Prj1208171718148054472,101年8月蘇拉及天秤颱風,004,C1,宜蘭縣政府,宜51線田古爾橋災害復建工程,大同鄉,208290.00,37.07,2018.01.25,2014.07.29,
Prj1208161527393790039,101年8月蘇拉及天秤颱風,005,C1,宜蘭縣政府,宜51線碼崙橋災害復建工程,大同鄉,3804.00,100,2013.04.30,2012.12.03,2013.03.05
Prj1208171040062570302,101年8月蘇拉及天秤颱風,006,C1,宜蘭縣政府,宜55線0K+500至0K+800災害復建工程,南澳鄉,22458.00,100,2013.09.30,2013.02.01,2013.08.31
Prj1208171055407710475,101年8月蘇拉及天秤颱風,007,C1,宜蘭縣政府,宜57線2K+600至4K+600災害復建工程,南澳鄉,26012.00,100,2013.09.30,2013.02.01,2013.09.30
Prj1208171936571770002,101年8月蘇拉及天秤颱風,008,C1,宜蘭縣政府,宜58線2K+100災害復建工程,蘇澳鎮,8337.00,100,2013.07.31,2013.01.29,2013.07.25
Prj1208171511556742972,101年8月蘇拉及天秤颱風,001,C2,宜蘭縣政府,冬山鄉群英村八仙地下道復建工程,冬山鄉,864,100,2013.04.27,2013.01.25,2013.04.15
Prj1208291751402240856,101年8月蘇拉及天秤颱風,002,C2,宜蘭縣政府,寒溪吊橋災害復建工程,大同鄉,404,100,2013.04.27,2012.12.18,2013.01.25
Prj1208310951468930126,101年8月蘇拉及天秤颱風,001,G1,宜蘭縣政府,天山村下湖災害復建工程,三星鄉,3884.00,100,2013.08.31,2013.03.26,2013.07.29
Prj1208310923336710100,101年8月蘇拉及天秤颱風,002,G1,宜蘭縣政府,天山村電力路災害復建工程,三星鄉,3403.00,100,2013.10.30,2013.03.11,2013.09.17
Prj1208231912360360672,101年8月蘇拉及天秤颱風,003,G1,宜蘭縣政府,天送埤災害復建工程,三星鄉,4560.00,100,2013.09.10,2013.01.16,2013.08.15
Prj1208231817167270473,101年8月蘇拉及天秤颱風,004,G1,宜蘭縣政府,牛鬥一坑災害復建工程,三星鄉,3636.00,100,2013.04.27,2012.12.28,2013.04.03
Prj1208231831066450548,101年8月蘇拉及天秤颱風,005,G1,宜蘭縣政府,牛鬥二坑災害復建工程,三星鄉,9177.00,100,2013.10.30,2012.12.28,2013.07.31
Prj1208231847162450608,101年8月蘇拉及天秤颱風,006,G1,宜蘭縣政府,牛鬥坑溝災害復建工程,三星鄉,2395.00,100,2013.05.30,2013.01.16,2013.05.02
Prj1208231907219240655,101年8月蘇拉及天秤颱風,007,G1,宜蘭縣政府,牛鬥坑溪護岸等復建工程,三星鄉,11757.00,100,2013.08.05,2013.03.04,2013.07.10
Prj1208311000007830136,101年8月蘇拉及天秤颱風,008,G1,宜蘭縣政府,員山村蛤仔埤災害復建工程,三星鄉,1476.00,100,2013.06.30,2013.02.26,2013.04.24
Prj1208311108272490245,101年8月蘇拉及天秤颱風,009,G1,宜蘭縣政府,集慶村災害復建工程,三星鄉,954,100,2013.04.27,2013.01.08,2013.04.09
Prj1208231609366112134,101年8月蘇拉及天秤颱風,010,G1,宜蘭縣政府,大元段灌溉取水口及管線災害復建工程,大同鄉,2663.00,100,2013.06.20,2013.01.03,2013.06.20
Prj1208232212286251127,101年8月蘇拉及天秤颱風,011,G1,宜蘭縣政府,四季上部落邊坡災害復建工程,大同鄉,14300.00,100,2013.12.23,2013.04.02,2013.12.19
Prj1208231548565621986,101年8月蘇拉及天秤颱風,012,G1,宜蘭縣政府,東溪農路災害復建工程,大同鄉,2817.00,100,2013.04.27,2013.01.16,2013.04.03
Prj1208231638408800027,101年8月蘇拉及天秤颱風,013,G1,宜蘭縣政府,東澳頂農路災害復建工程,大同鄉,47773.00,100,2014.04.26,2013.05.17,2014.04.25
Prj1208231648236370098,101年8月蘇拉及天秤颱風,014,G1,宜蘭縣政府,南山村野溪坑溝災害復建工程,大同鄉,7025.00,100,2014.04.15,2013.05.06,2013.11.27
Prj1208231456194371516,101年8月蘇拉及天秤颱風,015,G1,宜蘭縣政府,埤南農路災害復建工程,大同鄉,720,100,2013.04.27,2013.01.23,2013.04.16
Prj1208231554505802045,101年8月蘇拉及天秤颱風,016,G1,宜蘭縣政府,清水溪堤防災害復建工程,大同鄉,37705.00,100,2014.01.16,2013.03.22,2013.12.19
Prj1208232219273181140,101年8月蘇拉及天秤颱風,017,G1,宜蘭縣政府,清水溪農路災害復建工程,大同鄉,44607.00,100,2014.01.16,2013.03.25,2013.12.19
Prj1208232248250291171,101年8月蘇拉及天秤颱風,018,G1,宜蘭縣政府,寒溪農場旁野溪坑溝災害復建工程,大同鄉,22551.00,100,2014.01.02,2013.06.05,2014.01.02
Prj1208231448114781416,101年8月蘇拉及天秤颱風,019,G1,宜蘭縣政府,富山農路災害復建工程,大同鄉,4620.00,100,2013.04.27,2013.01.23,2013.04.16
Prj1208231605367442116,101年8月蘇拉及天秤颱風,020,G1,宜蘭縣政府,華興灌溉取水口及管線災害復建工程,大同鄉,2663.00,100,2013.06.20,2013.01.03,2013.06.03
Prj1208231500030871570,101年8月蘇拉及天秤颱風,021,G1,宜蘭縣政府,開埤農路災害復建工程,大同鄉,1078.00,100,2013.04.27,2013.01.23,2013.04.16
Prj1208231536105761866,101年8月蘇拉及天秤颱風,022,G1,宜蘭縣政府,碼崙農路災害復建工程,大同鄉,2895.00,100,2013.04.27,2013.01.15,2013.04.27
Prj1208231524003151783,101年8月蘇拉及天秤颱風,023,G1,宜蘭縣政府,繼光農路災害復建工程,大同鄉,6750.00,100,2013.05.08,2013.01.23,2013.05.08
Prj1208301631590860768,101年8月蘇拉及天秤颱風,024,G1,宜蘭縣政府,金洋村B段農路災害復建工程,南澳鄉,3991.00,100,2013.12.02,2013.02.06,2013.12.02
Prj1208301625257930729,101年8月蘇拉及天秤颱風,025,G1,宜蘭縣政府,南澳北溪右岸四區溫泉路基災害復建工程,南澳鄉,49866.00,100,2014.08.30,2013.06.25,2014.08.27
Prj1208201449584173390,101年8月蘇拉及天秤颱風,026,G1,宜蘭縣政府,南澳北溪右岸災害復建工程及鹿皮溪左岸野溪災害復建工程,南澳鄉,22228.00,100,2014.06.26,2013.06.11,2014.06.26
Prj1208201417571672656,101年8月蘇拉及天秤颱風,027,G1,宜蘭縣政府,南澳北溪右岸金岳橋上游災害復建工程,南澳鄉,45976.00,100,2014.08.30,2013.06.14,2014.08.29
Prj1208301704497490919,101年8月蘇拉及天秤颱風,028,G1,宜蘭縣政府,南澳北溪右岸金岳橋上游路基災害復建工程,南澳鄉,46781.00,100,2014.08.31,2013.06.11,2014.08.29
Prj1208231503561771611,101年8月蘇拉及天秤颱風,029,G1,宜蘭縣政府,南澳南溪支流無名溪災害復建工程,南澳鄉,37846.00,100,2013.12.02,2013.02.06,2013.12.02
Prj1208231531491341832,101年8月蘇拉及天秤颱風,030,G1,宜蘭縣政府,鹿皮橋下游右岸二支流野溪及路基災害復建工程,南澳鄉,33612.00,100,2014.06.26,2013.06.11,2014.06.26
Prj1208231339586951019,101年8月蘇拉及天秤颱風,031,G1,宜蘭縣政府,鹿皮橋下游右岸路基災害復建工程,南澳鄉,27389.00,100,2014.06.16,2013.06.11,2014.06.16
Prj1208201614505414819,101年8月蘇拉及天秤颱風,032,G1,宜蘭縣政府,鹿皮橋及下游右岸野溪災害復建工程,南澳鄉,21885.00,100,2014.06.16,2013.06.11,2014.06.16
Prj1208231732197530291,101年8月蘇拉及天秤颱風,033,G1,宜蘭縣政府,澳花2號農路災害復建工程,南澳鄉,12243.00,100,2013.09.22,2013.02.06,2013.09.13
Prj1208231811202290442,101年8月蘇拉及天秤颱風,034,G1,宜蘭縣政府,澳花上村野溪治理災害復建工程,南澳鄉,31170.00,100,2013.09.22,2013.02.06,2013.09.13
Prj1208232308254151208,101年8月蘇拉及天秤颱風,035,G1,宜蘭縣政府,新城溪右岸崩塌及左岸坑溝復建工程,蘇澳鎮,18977.00,100,2014.05.08,2013.07.17,2014.05.08
Prj1208201402572822379,101年8月蘇拉及天秤颱風,001,H1,宜蘭縣政府,壯東農地重劃區東西5路復建工程,壯圍鄉,3564.00,100,2013.04.27,2012.11.23,2013.03.28
Prj1208201431574302959,101年8月蘇拉及天秤颱風,002,H1,宜蘭縣政府,三星鄉萬貴農地重劃區南北五路農路復建工程,三星鄉,1500.00,100,2013.04.27,2012.11.22,2013.02.05
Prj1208201421118282732,101年8月蘇拉及天秤颱風,003,H1,宜蘭縣政府,壯東農地重劃區南北2路修復工程,壯圍鄉,4095.00,100,2013.04.27,2012.11.23,2013.03.28
Prj1208231514459321696,101年8月蘇拉及天秤颱風,001,H3,宜蘭縣政府,大溪農路災害復建工程,大同鄉,1159.00,100,2013.04.27,2013.01.16,2013.04.03
Prj1208231542310551907,101年8月蘇拉及天秤颱風,002,H3,宜蘭縣政府,水源農路災害復建工程,大同鄉,16315.00,100,2014.01.02,2013.06.05,2014.01.02
Prj1208231509425901661,101年8月蘇拉及天秤颱風,003,H3,宜蘭縣政府,四季平台農路災害復建工程,大同鄉,2168.00,100,2013.04.27,2013.01.23,2013.03.29
Prj1208232153117011059,101年8月蘇拉及天秤颱風,004,H3,宜蘭縣政府,米羅農路出口災害復建工程,大同鄉,2537.00,100,2014.01.31,2013.05.06,2013.11.27
Prj1208232044219980839,101年8月蘇拉及天秤颱風,005,H3,宜蘭縣政府,馬當農路災害復建工程,大同鄉,40316.00,100,2014.04.10,2013.05.07,2014.04.08
Prj1208232202021691098,101年8月蘇拉及天秤颱風,006,H3,宜蘭縣政府,瑪諾源農路災害復建工程,大同鄉,13146.00,100,2013.12.23,2013.04.02,2013.12.19
Prj1208231726212850261,101年8月蘇拉及天秤颱風,007,H3,宜蘭縣政府,米甕坑農路復建工程,員山鄉,2225.00,100,2013.04.27,2013.01.09,2013.03.27
Prj1208231750229550373,101年8月蘇拉及天秤颱風,008,H3,宜蘭縣政府,湖西村二湖地區復建工程,員山鄉,288,100,2013.05.31,2013.01.09,2013.05.20
Prj1208231742259820340,101年8月蘇拉及天秤颱風,009,H3,宜蘭縣政府,滴水農路復建工程,員山鄉,1546.00,100,2013.05.31,2013.01.09,2013.05.20
Prj1208240105399761277,101年8月蘇拉及天秤颱風,010,H3,宜蘭縣政府,福德坑福聖橋旁護岸復建工程,頭城鎮,7037.00,100,2013.05.08,2013.01.16,2013.05.08
Prj1208231618370490012,101年8月蘇拉及天秤颱風,011,H3,宜蘭縣政府,福德坑靈山寺旁福德廟前道路下邊坡崩塌復建工程,頭城鎮,3369.00,100,2013.04.27,2012.12.07,2013.02.21
Prj1208091600471900069,101年8月蘇拉及天秤颱風,001,A1,花蓮縣政府,富世橋護岸修復工程,秀林鄉,600,100,2013.05.15,2013.03.12,2013.05.15
Prj1209130958283241256,101年8月蘇拉及天秤颱風,002,A1,花蓮縣政府,美崙溪水源橋上游堤防基礎掏空,花蓮市,1000.00,100,2013.05.20,2013.03.12,2013.05.20
Prj1209031025449680356,101年8月蘇拉及天秤颱風,003,A1,花蓮縣政府,石牌村吳松溝災修工程,富里鄉,60,100,2013.04.27,2013.02.05,2013.04.01
Prj1209041118377561013,101年8月蘇拉及天秤颱風,004,A1,花蓮縣政府,竹田村24鄰護岸災修工程,富里鄉,244,100,2013.04.27,2013.04.01,2013.04.22
Prj1209060916064060092,101年8月蘇拉及天秤颱風,005,A1,花蓮縣政府,東里村21鄰堤防災修工程,富里鄉,400,100,2013.05.24,2013.03.12,2013.05.24
Prj1209201331012091014,101年8月蘇拉及天秤颱風,006,A1,花蓮縣政府,富里村石平提防災修工程,富里鄉,4000.00,100,2013.05.24,2013.03.12,2013.05.24
Prj1209201532278701365,101年8月蘇拉及天秤颱風,007,A1,花蓮縣政府,萬寧村13鄰排水溝災修工程,富里鄉,69,100,2013.04.27,2013.03.01,2013.04.01
Prj1209121130501580315,101年8月蘇拉及天秤颱風,008,A1,花蓮縣政府,學田村廣興路旁堤防災修工程,富里鄉,300,100,2013.05.24,2013.03.12,2013.05.24
Prj1208232143269891027,101年8月蘇拉及天秤颱風,009,A1,花蓮縣政府,新城鄉北埔5號區域排水改善工程,新城鄉,500,100,2013.05.15,2013.03.12,2013.05.15
Prj1208232151573821057,101年8月蘇拉及天秤颱風,010,A1,花蓮縣政府,新城鄉須美基溪(玉成橋旁)區域排水改善工程,新城鄉,64,100,2013.04.27,2013.01.09,2013.01.20
Prj1208232158057881085,101年8月蘇拉及天秤颱風,011,A1,花蓮縣政府,新城鄉須美基溪(護岸掏空)區域排水改善工程,新城鄉,50,100,2013.04.27,2013.01.16,2013.02.06
Prj1208071149139470130,101年8月蘇拉及天秤颱風,001,C1,花蓮縣政府,花64線7.6k路面塌陷修復工程,瑞穗鄉,11825.00,100,2014.01.19,2013.06.21,2014.01.19
Prj1209041130495311059,101年8月蘇拉及天秤颱風,002,C1,花蓮縣政府,花38-1線道路崩塌,壽豐鄉,5448.00,100,2013.09.01,2013.02.23,2013.09.01
Prj1209061453194171200,101年8月蘇拉及天秤颱風,003,C1,花蓮縣政府,港口村花64線擋土牆道路災害擴大修復工程,豐濱鄉,3526.00,100,2013.08.10,2013.05.01,2013.08.09
Prj1208141735471460690,101年8月蘇拉及天秤颱風,004,C1,花蓮縣政府,花82線3k+200、3k+500、3k+800、3k+830道路災修工程,富里鄉,1918.00,100,2013.06.29,2013.04.02,2013.06.29
Prj1209030840301070096,101年8月蘇拉及天秤颱風,006,C1,花蓮縣政府,吳江村13鄰花74線3k+350道路災修工程,富里鄉,3747.00,100,2013.07.15,2013.04.23,2013.07.15
Prj1208200926040580829,101年8月蘇拉及天秤颱風,010,C1,花蓮縣政府,花46線11.8k、15.3k及19.5k等三處道路修復工程,鳳林鎮,882,100,2013.05.27,2013.04.03,2013.05.27
Prj1208091338302101187,101年8月蘇拉及天秤颱風,001,C2,花蓮縣政府,富山寺附近道路上邊坡災修工程,富里鄉,11483.00,100,2014.03.12,2013.09.30,2014.03.12
Prj1208271514104570766,101年8月蘇拉及天秤颱風,001,D1,花蓮縣政府,和中運動場復建工程,秀林鄉,1918.00,100,2013.04.27,2013.10.04,2014.01.08
Prj1209031403450360699,101年8月蘇拉及天秤颱風,001,G1,花蓮縣政府,阿眉溪中游護岸災修工程,"富里鄉

富里鄉

富里鄉",8089.00,100,2013.12.20,2013.05.29,2013.12.20
Prj1209061411393351020,101年8月蘇拉及天秤颱風,002,G1,花蓮縣政府,鶴岡大肚滑溪攔砂壩基礎掏空損壞工程,瑞穗鄉,4100.00,100,2013.08.25,2013.05.20,2013.08.02
Prj1209030933323440236,101年8月蘇拉及天秤颱風,003,G1,花蓮縣政府,吳江村10鄰護坡及6鄰農路災修工程,"富里鄉

富里鄉",315,100,2013.09.12,2013.05.21,2013.09.12
Prj1209031411223690717,101年8月蘇拉及天秤颱風,004,G1,花蓮縣政府,萬寧村萬吉溝上游護堤災修工程,富里鄉,429,100,2013.08.02,2013.05.21,2013.08.02
Prj1209031949378301514,101年8月蘇拉及天秤颱風,005,G1,花蓮縣政府,東豐里鐵份溪上游堤防修復工程,玉里鎮,486,100,2013.06.17,2013.04.03,2013.05.27
Prj1208121559580740028,101年8月蘇拉及天秤颱風,006,G1,花蓮縣政府,水源10鄰後方堤防(無名溪)復建工程,秀林鄉,480,100,2013.07.18,2013.03.26,2013.07.18
Prj1209051850091102423,101年8月蘇拉及天秤颱風,007,G1,花蓮縣政府,新興村達蘭埠護岸災修工程,富里鄉,300,100,2013.08.02,2013.05.21,2013.08.02
Prj1209031136430870495,101年8月蘇拉及天秤颱風,008,G1,花蓮縣政府,萬寧村10鄰排水護坡災修工程,富里鄉,379,100,2013.08.02,2013.05.21,2013.08.02
Prj1209031347374130623,101年8月蘇拉及天秤颱風,009,G1,花蓮縣政府,萬寧村8鄰排水護坡工程,富里鄉,315,100,2013.08.02,2013.05.21,2013.08.02
Prj1209031122221290466,101年8月蘇拉及天秤颱風,010,G1,花蓮縣政府,萬寧村4鄰排水護坡災修工程,富里鄉,300,100,2013.08.02,2013.05.21,2013.08.02
Prj1209032000309901533,101年8月蘇拉及天秤颱風,011,G1,花蓮縣政府,東豐里石岡第4鄰排水溝修復工程,玉里鎮,25,100,2013.06.17,2013.04.03,2013.05.27
Prj1209031955569741523,101年8月蘇拉及天秤颱風,001,H3,花蓮縣政府,東豐里坪頂農路修復工程,玉里鎮,1710.00,100,2013.06.17,2013.04.03,2013.05.27
Prj1208071841262140650,101年8月蘇拉及天秤颱風,002,H3,花蓮縣政府,松浦里14鄰農路災修工程,玉里鎮,825,100,2013.07.06,2013.04.09,2013.06.03
Prj1208311512360120516,101年8月蘇拉及天秤颱風,003,H3,花蓮縣政府,松浦里宮前山上農路修復工程,玉里鎮,632,100,2013.07.06,2013.04.09,2013.06.03
Prj1208311440498310442,101年8月蘇拉及天秤颱風,004,H3,花蓮縣政府,德武里15鄰農路修復工程,玉里鎮,471,100,2013.04.27,2013.02.26,2013.03.31
Prj1208071847308050665,101年8月蘇拉及天秤颱風,005,H3,花蓮縣政府,德武里丁雅老路災修工程,玉里鎮,383,100,2013.04.27,2013.02.26,2013.03.31
Prj1209031912173301504,101年8月蘇拉及天秤颱風,006,H3,花蓮縣政府,樂合里玉富主線農路災修工程,玉里鎮,36,100,2013.07.12,2013.04.16,2013.07.08
